system:index,area,landcover,grid,.geo,lon,lat
00000000000000002e4d_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.4369313546657,30.531715297833266]}",106.4369313546657,30.531715297833266
00000000000000002e73_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.44007545816012,30.531715297833266]}",106.44007545816012,30.531715297833266
00000000000000002ee9_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.43621270243841,30.531715297833266]}",106.43621270243841,30.531715297833266
00000000000000002f2b_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.43899747981918,30.531715297833266]}",106.43899747981918,30.531715297833266
00000000000000002f7b_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.44303989859772,30.531715297833266]}",106.44303989859772,30.531715297833266
00000000000000003066_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.43971613204648,30.531715297833266]}",106.43971613204648,30.531715297833266
000000000000000030e6_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.43720084925094,30.531715297833266]}",106.43720084925094,30.531715297833266
00000000000000003115_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.44232124637043,30.531715297833266]}",106.44232124637043,30.531715297833266
0000000000000000317a_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.4375601753646,30.531715297833266]}",106.4375601753646,30.531715297833266
000000000000000031f2_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.44196192025677,30.531715297833266]}",106.44196192025677,30.531715297833266
00000000000000003202_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.43800933300665,30.531715297833266]}",106.43800933300665,30.531715297833266
0000000000000000320c_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.43944663746124,30.531715297833266]}",106.43944663746124,30.531715297833266
00000000000000001228_0,0,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.49208791311065,30.431732806710762]}",106.49208791311065,30.431732806710762
00000000000000001ee0_0,0,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.45355018742192,30.431732806710762]}",106.45355018742192,30.431732806710762
0000000000000000190d_0,0,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.4759182379965,30.37253382948729]}",106.4759182379965,30.37253382948729
0000000000000000112d_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.36910855071469,30.491021615462653]}",106.36910855071469,30.491021615462653
0000000000000000141b_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.36731192014645,30.491021615462653]}",106.36731192014645,30.491021615462653
00000000000000001520_0,0,1,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.34835746765152,30.491021615462653]}",106.34835746765152,30.491021615462653
000000000000000018ed_0,0,1,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.2872720283314,30.491021615462653]}",106.2872720283314,30.491021615462653
00000000000000001a65_0,0,1,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.32329447122459,30.491021615462653]}",106.32329447122459,30.491021615462653
00000000000000001c8b_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.41043105378418,30.491021615462653]}",106.41043105378418,30.491021615462653
00000000000000001cf4_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.38437991054472,30.491021615462653]}",106.38437991054472,30.491021615462653
00000000000000001e07_0,0,1,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.30442985025807,30.491021615462653]}",106.30442985025807,30.491021615462653
00000000000000001395_0,0,1,16,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.55595812981154,30.668977873246728]}",106.55595812981154,30.668977873246728
0000000000000000154d_0,0,1,16,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.5585632441355,30.668977873246728]}",106.5585632441355,30.668977873246728
00000000000000002060_0,0,1,16,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.54787329225447,30.668977873246728]}",106.54787329225447,30.668977873246728
00000000000000001bf4_0,0,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.18486408594177,30.60968906449484]}",106.18486408594177,30.60968906449484
00000000000000001c93_0,0,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.2001354457718,30.60968906449484]}",106.2001354457718,30.60968906449484
000000000000000022a9_0,0,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.22438995844303,30.60968906449484]}",106.22438995844303,30.60968906449484
00000000000000000fc9_0,0,1,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.28197196815509,30.51536595966229]}",106.28197196815509,30.51536595966229
00000000000000001263_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.37899001884,30.51536595966229]}",106.37899,30.51536595966229
00000000000000001361_0,0,1,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.34934561446406,30.51536595966229]}",106.34934561446406,30.51536595966229
000000000000000017d5_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.36731192014645,30.51536595966229]}",106.36731192014645,30.51536595966229
00000000000000001bdd_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.37449844241941,30.51536595966229]}",106.37449844241941,30.51536595966229
000000000000000021c4_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.40495133055106,30.51536595966229]}",106.40495133055106,30.51536595966229
00000000000000001043_0,0,1,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.68432738391222,30.284409100115163]}",106.68432738391222,30.284409100115163
000000000000000013fa_0,0,1,16,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.5676362285051,30.633943577166068]}",106.5676362285051,30.633943577166068
00000000000000001a73_0,0,1,16,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.55775476037978,30.633943577166068]}",106.55775476037978,30.633943577166068
00000000000000001719_0,0,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.22537810525556,30.57465476841418]}",106.22537810525556,30.57465476841418
00000000000000001832_0,0,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.22438995844303,30.57465476841418]}",106.22438995844303,30.57465476841418
00000000000000001888_0,0,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.21908989826673,30.57465476841418]}",106.21908989826673,30.57465476841418
00000000000000001911_0,0,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.25232756377915,30.57465476841418]}",106.25232756377915,30.57465476841418
00000000000000001e0c_0,0,1,16,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.5676362285051,30.693232385917955]}",106.5676362285051,30.693232385917955
00000000000000002030_0,0,1,16,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.54787329225447,30.693232385917955]}",106.54787329225447,30.693232385917955
00000000000000002722_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.44196192025677,30.533961086043565]}",106.44196192025677,30.533961086043565
00000000000000002736_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.44052461580219,30.533961086043565]}",106.44052461580219,30.533961086043565
0000000000000000273a_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.44124326802948,30.533961086043565]}",106.44124326802948,30.533961086043565
000000000000000027fc_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.44402804541025,30.533961086043565]}",106.44402804541025,30.533961086043565
000000000000000028b9_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.43899747981918,30.533961086043565]}",106.43899747981918,30.533961086043565
000000000000000028c1_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.43872798523395,30.533961086043565]}",106.43872798523395,30.533961086043565
000000000000000028e5_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.4369313546657,30.533961086043565]}",106.4369313546657,30.533961086043565
0000000000000000293f_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.43621270243841,30.533961086043565]}",106.43621270243841,30.533961086043565
00000000000000002967_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.43720084925094,30.533961086043565]}",106.43720084925094,30.533961086043565
000000000000000029f6_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.44259074095567,30.533961086043565]}",106.44259074095567,30.533961086043565
00000000000000002a3f_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.4443873715239,30.533961086043565]}",106.4443873715239,30.533961086043565
00000000000000002a69_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.43971613204648,30.533961086043565]}",106.43971613204648,30.533961086043565
00000000000000002b13_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.44151276261472,30.533961086043565]}",106.44151276261472,30.533961086043565
00000000000000002b63_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.43800933300665,30.533961086043565]}",106.43800933300665,30.533961086043565
00000000000000002cb6_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.43944663746124,30.533961086043565]}",106.43944663746124,30.533961086043565
00000000000000002cc5_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.43576354479636,30.533961086043565]}",106.43576354479636,30.533961086043565
00000000000000002e0c_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.43648219702365,30.533961086043565]}",106.43648219702365,30.533961086043565
00000000000000002f14_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.44303989859772,30.533961086043565]}",106.44303989859772,30.533961086043565
000000000000000030da_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.44079411038743,30.533961086043565]}",106.44079411038743,30.533961086043565
0000000000000000315c_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.4375601753646,30.533961086043565]}",106.4375601753646,30.533961086043565
00000000000000003174_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.44375855082502,30.533961086043565]}",106.44375855082502,30.533961086043565
0000000000000000318b_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.44232124637043,30.533961086043565]}",106.44232124637043,30.533961086043565
000000000000000031a0_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.44330939318296,30.533961086043565]}",106.44330939318296,30.533961086043565
000000000000000031bc_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.43827882759189,30.533961086043565]}",106.43827882759189,30.533961086043565
000000000000000031f6_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.44007545816012,30.533961086043565]}",106.44007545816012,30.533961086043565
00000000000000001869_0,0,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.49388454367889,30.36804225306669]}",106.49388454367889,30.36804225306669
00000000000000001da1_0,0,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.46603676987118,30.36804225306669]}",106.46603676987118,30.36804225306669
00000000000000001daf_0,0,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.46424013930294,30.36804225306669]}",106.46424013930294,30.36804225306669
00000000000000001f09_0,0,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.53700367731662,30.36804225306669]}",106.53700367731662,30.36804225306669
000000000000000022b5_0,0,1,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.66375596390588,30.3087534443148]}",106.66375596390588,30.30875344
00000000000000001969_0,0,1,16,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.55676661356725,30.717397067060773]}",106.55676661356725,30.717397067060773
00000000000000001b96_0,0,1,16,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.56035987470374,30.717397067060773]}",106.56035987470374,30.717397067060773
00000000000000001133_0,0,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.53880030788486,30.427331061818577]}",106.53880030788486,30.427331061818577
000000000000000014c2_0,0,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.47690638480903,30.427331061818577]}",106.47690638480903,30.427331061818577
00000000000000001a63_0,0,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.51903737163423,30.427331061818577]}",106.51903737163423,30.427331061818577
0000000000000000220a_0,0,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.52811035600384,30.427331061818577]}",106.52811035600384,30.427331061818577
00000000000000001075_0,0,1,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.66016270276941,30.333007956986027]}",106.66016270276941,30.333007956986027
000000000000000010f7_0,0,1,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.69519699885007,30.333007956986027]}",106.69519699885007,30.333007956986027
00000000000000001ad4_0,0,1,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.63581835856976,30.333007956986027]}",106.63581835856976,30.333007956986027
00000000000000001efc_0,0,1,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.69600548260578,30.333007956986027]}",106.69600548260578,30.333007956986027
00000000000000001ff7_0,0,1,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.6690560240822,30.333007956986027]}",106.6690560240822,30.333007956986027
00000000000000001095_0,0,1,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.63860313595055,30.27371914823414]}",106.63860313595055,30.27371914823414
000000000000000018fe_0,0,1,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.67264928521867,30.27371914823414]}",106.67264928521867,30.27371914823414
00000000000000001a0e_0,0,1,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.64399302765526,30.27371914823414]}",106.64399302765526,30.27371914823414
00000000000000001c7b_0,0,1,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.65737792538864,30.27371914823414]}",106.65737792538864,30.27371914823414
00000000000000001243_0,0,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.46702491668371,30.45149574296139]}",106.46702491668371,30.45149574296139
0000000000000000190a_0,0,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.49307605992318,30.45149574296139]}",106.49307605992318,30.45149574296139
00000000000000001aa9_0,0,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.53619519356091,30.45149574296139]}",106.53619519356091,30.45149574296139
00000000000000001b9c_0,0,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.49487269049142,30.45149574296139]}",106.49487269049142,30.45149574296139
00000000000000001ece_0,0,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.4715164931043,30.45149574296139]}",106.4715164931043,30.45149574296139
000000000000000018fa_0,0,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.53071547032779,30.392206934209504]}",106.53071547032779,30.392206934209504
00000000000000001e15_0,0,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.50735927294068,30.392206934209504]}",106.50735927294068,30.392206934209504
00000000000000001e74_0,0,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.4571434485584,30.392206934209504]}",106.4571434485584,30.392206934209504
00000000000000002057_0,0,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.49038111407081,30.392206934209504]}",106.49038111407081,30.392206934209504
0000000000000000277e_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.43827882759189,30.53602721119704]}",106.43827882759189,30.53602721119704
00000000000000002807_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.4375601753646,30.53602721119704]}",106.4375601753646,30.53602721119704
0000000000000000292a_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.4369313546657,30.53602721119704]}",106.4369313546657,30.53602721119704
00000000000000002984_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.44402804541025,30.53602721119704]}",106.44402804541025,30.53602721119704
000000000000000029b4_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.43944663746124,30.53602721119704]}",106.43944663746124,30.53602721119704
000000000000000029bf_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.43971613204648,30.53602721119704]}",106.43971613204648,30.53602721119704
00000000000000002a02_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.43621270243841,30.53602721119704]}",106.43621270243841,30.53602721119704
00000000000000002bc9_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.44303989859772,30.53602721119704]}",106.44303989859772,30.53602721119704
00000000000000002bcf_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.4443873715239,30.53602721119704]}",106.4443873715239,30.53602721119704
00000000000000002bd3_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.43576354479636,30.53602721119704]}",106.43576354479636,30.53602721119704
00000000000000002c3b_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.43800933300665,30.53602721119704]}",106.43800933300665,30.53602721119704
00000000000000002c4a_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.44052461580219,30.53602721119704]}",106.44052461580219,30.53602721119704
00000000000000002c63_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.44375855082502,30.53602721119704]}",106.44375855082502,30.53602721119704
00000000000000002d04_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.43720084925094,30.53602721119704]}",106.43720084925094,30.53602721119704
00000000000000002d2e_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.44196192025677,30.53602721119704]}",106.44196192025677,30.53602721119704
00000000000000002d85_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.43899747981918,30.53602721119704]}",106.43899747981918,30.53602721119704
00000000000000002db7_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.44259074095567,30.53602721119704]}",106.44259074095567,30.53602721119704
00000000000000002dbb_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.43648219702365,30.53602721119704]}",106.43648219702365,30.53602721119704
00000000000000002ea8_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.44079411038743,30.53602721119704]}",106.44079411038743,30.53602721119704
00000000000000002fd4_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.43872798523395,30.53602721119704]}",106.43872798523395,30.53602721119704
00000000000000003041_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.44007545816012,30.53602721119704]}",106.44007545816012,30.53602721119704
00000000000000003093_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.44124326802948,30.53602721119704]}",106.44124326802948,30.53602721119704
000000000000000030ea_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.44151276261472,30.53602721119704]}",106.44151276261472,30.53602721119704
0000000000000000310f_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.44330939318296,30.53602721119704]}",106.44330939318296,30.53602721119704
000000000000000031bf_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.44232124637043,30.53602721119704]}",106.44232124637043,30.53602721119704
00000000000000001070_0,0,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.18845734707826,30.57007336046517]}",106.18845734707826,30.57007336046517
00000000000000001a37_0,0,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.22897136639205,30.57007336046517]}",106.22897136639205,30.57007336046517
00000000000000001c23_0,0,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.20561516900493,30.57007336046517]}",106.20561516900493,30.57007336046517
0000000000000000225d_0,0,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.22618658901126,30.57007336046517]}",106.22618658901126,30.57007336046517
00000000000000001375_0,0,1,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.3098197419628,30.510784551713282]}",106.3098197419628,30.510784551713282
000000000000000013b1_0,0,1,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.32778604764519,30.510784551713282]}",106.32778604764519,30.510784551713282
000000000000000015ad_0,0,1,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.33946414633874,30.510784551713282]}",106.33946414633874,30.510784551713282
0000000000000000192a_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.38258327997647,30.510784551713282]}",106.38258327997647,30.510784551713282
00000000000000001e1b_0,0,1,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.30254338816142,30.510784551713282]}",106.30254338816142,30.510784551713282
00000000000000002225_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.37800187202747,30.510784551713282]}",106.37800187202747,30.510784551713282
00000000000000000fd5_0,0,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.51463562674205,30.41646144688073]}",106.51463562674205,30.41646144688073
000000000000000012ce_0,0,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.49307605992318,30.41646144688073]}",106.49307605992318,30.41646144688073
00000000000000001510_0,0,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.4715164931043,30.41646144688073]}",106.4715164931043,30.41646144688073
000000000000000017c3_0,0,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.45355018742192,30.41646144688073]}",106.45355018742192,30.41646144688073
00000000000000001d4f_0,0,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.50655078918497,30.41646144688073]}",106.50655078918497,30.41646144688073
00000000000000002090_0,0,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.47510975424079,30.41646144688073]}",106.47510975424079,30.41646144688073
0000000000000000148e_0,0,1,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.30883159515027,30.53512889591292]}",106.30883159515027,30.53512889591292
00000000000000001931_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.36991703447039,30.53512889591292]}",106.36991703447039,30.53512889591292
00000000000000001a59_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.40593947736359,30.53512889591292]}",106.40593947736359,30.53512889591292
00000000000000001af8_0,0,1,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.29266192003611,30.53512889591292]}",106.29266192003611,30.53512889591292
00000000000000001b7f_0,0,1,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.28098382134256,30.53512889591292]}",106.28098382134256,30.53512889591292
00000000000000001cc7_0,0,1,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.31422148685498,30.53512889591292]}",106.31422148685498,30.53512889591292
00000000000000001cf1_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.36362882748156,30.53512889591292]}",106.36362882748156,30.53512889591292
0000000000000000113f_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.40863442321594,30.47575025563262]}",106.40863442321594,30.47575025563262
00000000000000001259_0,0,1,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.28466691400745,30.47575025563262]}",106.28466691400745,30.47575025563262
000000000000000013af_0,0,1,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.3376675157705,30.47575025563262]}",106.3376675157705,30.47575025563262
000000000000000014f1_0,0,1,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.32230632441205,30.47575025563262]}",106.32230632441205,30.47575025563262
00000000000000001570_0,0,1,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.35293887560053,30.47575025563262]}",106.35293887560053,30.47575025563262
00000000000000001e73_0,0,1,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.32149784065635,30.47575025563262]}",106.32149784065635,30.47575025563262
00000000000000001ecf_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.43100247379051,30.47575025563262]}",106.43100247379051,30.47575025563262
000000000000000022df_0,0,1,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.30254338816142,30.47575025563262]}",106.30254338816142,30.47575025563262
00000000000000000f9c_0,0,1,16,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.54158508526564,30.653706513416697]}",106.54158508526564,30.653706513416697
0000000000000000114b_0,0,1,16,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.55146655339095,30.653706513416697]}",106.55146655339095,30.653706513416697
000000000000000022ad_0,0,1,16,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.55775476037978,30.653706513416697]}",106.55775476037978,30.653706513416697
00000000000000001530_0,0,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.2558309933872,30.59441770466481]}",106.2558309933872,30.59441770466481
0000000000000000167f_0,0,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.18405560218606,30.59441770466481]}",106.18405560218606,30.59441770466481
00000000000000001730_0,0,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.1812708248053,30.59441770466481]}",106.1812708248053,30.59441770466481
00000000000000001ba9_0,0,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.22977985014775,30.59441770466481]}",106.22977985014775,30.59441770466481
000000000000000013b4_0,0,1,16,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.55146655339095,30.712905490640175]}",106.55146655339095,30.712905490640175
00000000000000001558_0,0,1,16,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.54607666168623,30.712905490640175]}",106.54607666168623,30.712905490640175
00000000000000001336_0,0,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.1858522327543,30.559383408584146]}",106.1858522327543,30.559383408584146
000000000000000013a3_0,0,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.1993269620161,30.559383408584146]}",106.1993269620161,30.559383408584146
0000000000000000155e_0,0,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.2684972388933,30.559383408584146]}",106.2684972388933,30.559383408584146
0000000000000000165c_0,0,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.21100506070965,30.559383408584146]}",106.21100506070965,30.559383408584146
00000000000000001695_0,0,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.20741179957317,30.559383408584146]}",106.20741179957317,30.559383408584146
00000000000000001720_0,0,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.24514104150619,30.559383408584146]}",106.24514104150619,30.559383408584146
00000000000000001001_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.3646169742941,30.50009459983226]}",106.3646169742941,30.50009459983226
00000000000000001015_0,0,1,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.30802311139456,30.50009459983226]}",106.30802311139456,30.50009459983226
000000000000000012f8_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.37530692617511,30.50009459983226]}",106.37530692617511,30.50009459983226
00000000000000001d4a_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.41123953753988,30.50009459983226]}",106.41123953753988,30.50009459983226
00000000000000001eea_0,0,1,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.33587088520227,30.50009459983226]}",106.33587088520227,30.50009459983226
00000000000000001f4d_0,0,1,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.33847599952621,30.50009459983226]}",106.33847599952621,30.50009459983226
00000000000000002035_0,0,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.23525957338087,30.618582385807624]}",106.23525957338087,30.618582385807624
0000000000000000204a_0,0,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.19115229293061,30.618582385807624]}",106.19115229293061,30.618582385807624
