system:index,area,landcover,grid,.geo
00000000000000001fe8_0,3,1,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.27209050002978,30.540428956089226]}"
00000000000000002242_0,3,1,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.29086528946787,30.540428956089226]}"
000000000000000022a3_0,3,1,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.30622648082633,30.540428956089226]}"
0000000000000000139b_0,3,1,16,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.56844471226081,30.659096405121414]}"
000000000000000015de_0,3,1,16,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.56485145112433,30.659096405121414]}"
00000000000000001692_0,3,1,16,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.56943285907334,30.659096405121414]}"
00000000000000001426_0,3,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.23966131827306,30.599717764841113]}"
0000000000000000156e_0,3,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.26122088509193,30.599717764841113]}"
000000000000000018ea_0,3,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.19573370087961,30.599717764841113]}"
00000000000000001789_0,3,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.25403436281897,30.564773300288866]}"
00000000000000001ea1_0,3,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.24514104150619,30.564773300288866]}"
000000000000000022f6_0,3,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.25681914019974,30.564773300288866]}"
000000000000000021b4_0,3,1,16,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.56215650527197,30.718385213873304]}"
000000000000000021d6_0,3,1,16,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.55955139094803,30.718385213873304]}"
00000000000000001527_0,3,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.22897136639205,30.624062109040754]}"
00000000000000001590_0,3,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.22088652883497,30.624062109040754]}"
000000000000000022e6_0,3,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.25861577076799,30.624062109040754]}"
0000000000000000104d_0,3,1,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.65387449578057,30.274527631989848]}"
000000000000000010d2_0,3,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.47870301537726,30.393105249493622]}"
0000000000000000122d_0,3,1,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.67184080146296,30.333816440741735]}"
0000000000000000126e_0,3,1,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.64039976651878,30.333816440741735]}"
00000000000000001491_0,3,1,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.68531553072475,30.333816440741735]}"
0000000000000000157e_0,3,1,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.66375596390588,30.333816440741735]}"
000000000000000027a9_0,3,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.44232124637043,30.53288310770262]}"
000000000000000028a4_0,3,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.43621270243841,30.53288310770262]}"
000000000000000028cb_0,3,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.44402804541025,30.53288310770262]}"
000000000000000029d8_0,3,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.44375855082502,30.53288310770262]}"
000000000000000029ee_0,3,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.44151276261472,30.53288310770262]}"
00000000000000002ab5_0,3,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.43827882759189,30.53288310770262]}"
00000000000000002aed_0,3,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.43576354479636,30.53288310770262]}"
00000000000000002b8f_0,3,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.43872798523395,30.53288310770262]}"
00000000000000002bc4_0,3,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.44259074095567,30.53288310770262]}"
00000000000000002bf5_0,3,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.44052461580219,30.53288310770262]}"
00000000000000002c07_0,3,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.44196192025677,30.53288310770262]}"
00000000000000002e50_0,3,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.44303989859772,30.53288310770262]}"
00000000000000002f5b_0,3,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.43800933300665,30.53288310770262]}"
00000000000000002f6d_0,3,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.43944663746124,30.53288310770262]}"
00000000000000002fc5_0,3,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.44007545816012,30.53288310770262]}"
00000000000000002fdc_0,3,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.44330939318296,30.53288310770262]}"
00000000000000003020_0,3,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.4375601753646,30.53288310770262]}"
00000000000000003027_0,3,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.43971613204648,30.53288310770262]}"
00000000000000003064_0,3,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.43648219702365,30.53288310770262]}"
000000000000000030a8_0,3,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.44124326802948,30.53288310770262]}"
00000000000000003121_0,3,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.44079411038743,30.53288310770262]}"
0000000000000000312d_0,3,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.4369313546657,30.53288310770262]}"
00000000000000003133_0,3,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.4443873715239,30.53288310770262]}"
00000000000000003201_0,3,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.43720084925094,30.53288310770262]}"
00000000000000003227_0,3,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.43899747981918,30.53288310770262]}"
0000000000000000153c_0,3,1,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.6510897183998,30.358160784941376]}"
000000000000000022a6_0,3,1,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.64120825027449,30.358160784941376]}"
000000000000000011cd_0,3,1,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.68432738391222,30.298871976189485]}"
00000000000000001348_0,3,1,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.7058869507311,30.298871976189485]}"
00000000000000001d7c_0,3,1,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.6502812346441,30.298871976189485]}"
000000000000000021dd_0,3,1,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.67543406259944,30.298871976189485]}"
0000000000000000139e_0,3,1,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.30703496458203,30.47673840244515]}"
00000000000000001624_0,3,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.37449844241941,30.47673840244515]}"
00000000000000001927_0,3,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.38159513316394,30.47673840244515]}"
00000000000000002201_0,3,1,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.30442985025807,30.47673840244515]}"
000000000000000022d0_0,3,1,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.30802311139456,30.47673840244515]}"
0000000000000000228a_0,3,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.47052834629177,30.417449593693263]}"
0000000000000000229f_0,3,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.48858448350258,30.417449593693263]}"
00000000000000001054_0,3,1,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.68531553072475,30.323126488860712]}"
00000000000000001c2e_0,3,1,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.69519699885007,30.323126488860712]}"
00000000000000001d72_0,3,1,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.66824754032649,30.323126488860712]}"
00000000000000001d87_0,3,1,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.70229368959461,30.323126488860712]}"
000000000000000020cc_0,3,1,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.7058869507311,30.323126488860712]}"
000000000000000013dd_0,3,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.36910855071469,30.535937379668628]}"
000000000000000015cc_0,3,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.40135806941457,30.535937379668628]}"
00000000000000001664_0,3,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.37629507298765,30.535937379668628]}"
00000000000000001694_0,3,1,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.34027263009445,30.535937379668628]}"
000000000000000018ce_0,3,1,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.3564423052086,30.535937379668628]}"
00000000000000001d03_0,3,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.38707485639708,30.535937379668628]}"
0000000000000000125c_0,3,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.49487269049142,30.441614274836077]}"
0000000000000000181e_0,3,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.52272046429913,30.441614274836077]}"
00000000000000001d12_0,3,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.45615530174587,30.441614274836077]}"
0000000000000000228c_0,3,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.52451709486736,30.441614274836077]}"
000000000000000013a0_0,3,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.53880030788486,30.382415297612603]}"
00000000000000001b13_0,3,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.24334441093795,30.560191892339855]}"
00000000000000001ca4_0,3,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.25322587906327,30.560191892339855]}"
0000000000000000109d_0,3,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.51544411049775,30.406579978755417]}"
00000000000000001427_0,3,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.52352894805483,30.406579978755417]}"
000000000000000015ab_0,3,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.53260193242444,30.406579978755417]}"
00000000000000001f19_0,3,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.4849912223661,30.406579978755417]}"
00000000000000002709_0,3,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.44232124637043,30.534949232856096]}"
00000000000000002762_0,3,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.44007545816012,30.534949232856096]}"
00000000000000002783_0,3,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.4375601753646,30.534949232856096]}"
000000000000000027b2_0,3,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.44151276261472,30.534949232856096]}"
000000000000000027c7_0,3,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.4369313546657,30.534949232856096]}"
000000000000000028ab_0,3,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.44375855082502,30.534949232856096]}"
000000000000000028bb_0,3,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.43621270243841,30.534949232856096]}"
00000000000000002961_0,3,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.43899747981918,30.534949232856096]}"
00000000000000002a06_0,3,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.44330939318296,30.534949232856096]}"
00000000000000002a5b_0,3,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.43827882759189,30.534949232856096]}"
00000000000000002ca4_0,3,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.43576354479636,30.534949232856096]}"
00000000000000002ce0_0,3,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.43872798523395,30.534949232856096]}"
00000000000000002d70_0,3,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.44303989859772,30.534949232856096]}"
00000000000000002da6_0,3,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.43971613204648,30.534949232856096]}"
00000000000000002e75_0,3,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.44259074095567,30.534949232856096]}"
00000000000000002eab_0,3,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.44079411038743,30.534949232856096]}"
00000000000000002f20_0,3,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.43944663746124,30.534949232856096]}"
00000000000000002f26_0,3,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.44124326802948,30.534949232856096]}"
00000000000000002fb4_0,3,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.43800933300665,30.534949232856096]}"
00000000000000002fd8_0,3,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.44196192025677,30.534949232856096]}"
00000000000000003047_0,3,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.4443873715239,30.534949232856096]}"
0000000000000000308c_0,3,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.44402804541025,30.534949232856096]}"
0000000000000000308d_0,3,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.44052461580219,30.534949232856096]}"
000000000000000030e1_0,3,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.43648219702365,30.534949232856096]}"
0000000000000000312a_0,3,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.43720084925094,30.534949232856096]}"
00000000000000001c6f_0,3,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.19753033144785,30.619570532620155]}"
00000000000000001f2a_0,3,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.23705620394911,30.619570532620155]}"
0000000000000000117c_0,3,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.39605800923827,30.525247427787605]}"
000000000000000014b1_0,3,1,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.34305740747521,30.525247427787605]}"
00000000000000001bbe_0,3,1,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.2827804519108,30.525247427787605]}"
00000000000000001bfd_0,3,1,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.27837870701862,30.525247427787605]}"
00000000000000001fd1_0,3,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.40764627640341,30.525247427787605]}"
000000000000000021ab_0,3,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.37270181185116,30.525247427787605]}"
000000000000000014ea_0,3,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.37171366503863,30.465868787507304]}"
0000000000000000159e_0,3,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.4203125219095,30.465868787507304]}"
00000000000000001d26_0,3,1,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.28906865889964,30.465868787507304]}"
00000000000000001fbc_0,3,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.43279910435876,30.465868787507304]}"
000000000000000020da_0,3,1,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.29634501270101,30.465868787507304]}"
000000000000000018a4_0,3,1,16,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.55317335243078,30.643825045291383]}"
00000000000000002177_0,3,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.22977985014775,30.584536236539495]}"
000000000000000016d3_0,3,1,16,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.54966992282272,30.70311385404327]}"
00000000000000001c42_0,3,1,16,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.56583959793686,30.70311385404327]}"
000000000000000012b2_0,3,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.20381853843669,30.549501940458832]}"
00000000000000001751_0,3,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.25133941696662,30.549501940458832]}"
000000000000000017b4_0,3,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.26220903190446,30.549501940458832]}"
0000000000000000203e_0,3,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.22977985014775,30.549501940458832]}"
00000000000000001e5d_0,3,1,16,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.54688514544193,30.667989726434197]}"
0000000000000000148f_0,3,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.23427142656834,30.60870091768231]}"
00000000000000001b54_0,3,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.20642365276063,30.60870091768231]}"
00000000000000002189_0,3,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.24415289469366,30.60870091768231]}"
00000000000000000fe5_0,3,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.45534681799016,30.377923721192005]}"
000000000000000018e5_0,3,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.48319459179787,30.377923721192005]}"
000000000000000019c1_0,3,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.4759182379965,30.377923721192005]}"
00000000000000001b8f_0,3,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.53260193242444,30.377923721192005]}"
00000000000000001d1f_0,3,1,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.66725939351396,30.34288942511134]}"
00000000000000001324_0,3,1,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.65917455595688,30.283600616359454]}"
0000000000000000197d_0,3,1,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.67543406259944,30.283600616359454]}"
00000000000000001f3d_0,3,1,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.69600548260578,30.283600616359454]}"
00000000000000002295_0,3,1,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.68073412277575,30.283600616359454]}"
000000000000000022f8_0,3,1,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.65836607220118,30.283600616359454]}"
00000000000000001c22_0,3,1,16,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.55047840657842,30.692334070633837]}"
000000000000000012e1_0,3,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.38339176373219,30.461377211086706]}"
000000000000000016d6_0,3,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.52272046429913,30.40208840233482]}"
00000000000000001c00_0,3,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.52532557862307,30.40208840233482]}"
00000000000000001fe2_0,3,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.47771486856473,30.40208840233482]}"
00000000000000001cb9_0,3,1,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.63051829839347,30.307765297502268]}"
000000000000000012cf_0,3,1,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.32050969384382,30.520666019838597]}"
00000000000000001416_0,3,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.40593947736359,30.520666019838597]}"
0000000000000000171c_0,3,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.40863442321594,30.520666019838597]}"
000000000000000017cb_0,3,1,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.34027263009445,30.520666019838597]}"
000000000000000018c8_0,3,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.4211210056652,30.520666019838597]}"
00000000000000001cd3_0,3,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.38159513316394,30.520666019838597]}"
00000000000000001e33_0,3,1,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.30622648082633,30.520666019838597]}"
00000000000000001f77_0,3,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.434595734927,30.520666019838597]}"
00000000000000002166_0,3,1,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.3106282257185,30.520666019838597]}"
000000000000000015a5_0,3,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.46783340043942,30.426342915006046]}"
00000000000000001c94_0,3,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.51185084936128,30.426342915006046]}"
00000000000000001ea6_0,3,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.48400307555357,30.36705410625416]}"
00000000000000002243_0,3,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.52990698657207,30.36705410625416]}"
00000000000000001dcd_0,3,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.22438995844303,30.545010364038234]}"
000000000000000010e5_0,3,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.43019399003481,30.485721555286347]}"
0000000000000000197c_0,3,1,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.35743045202113,30.485721555286347]}"
00000000000000001aa7_0,3,1,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.29634501270101,30.485721555286347]}"
00000000000000001dd5_0,3,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.42749904418245,30.485721555286347]}"
00000000000000001e61_0,3,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.43199062060305,30.485721555286347]}"
0000000000000000209d_0,3,1,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.34835746765152,30.485721555286347]}"
0000000000000000153d_0,3,1,16,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.5541614992433,30.663587981542012]}"
000000000000000018f9_0,3,1,16,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.5405969384531,30.663587981542012]}"
000000000000000014a6_0,3,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.2558309933872,30.604299172790125]}"
00000000000000001c34_0,3,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.18666071651,30.604299172790125]}"
000000000000000020d2_0,3,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.20561516900493,30.604299172790125]}"
00000000000000002229_0,3,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.2550225096315,30.604299172790125]}"
00000000000000001668_0,3,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.5217323174866,30.391398450453796]}"
00000000000000001677_0,3,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.46064687816646,30.391398450453796]}"
000000000000000017e2_0,3,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.51544411049775,30.391398450453796]}"
000000000000000020c2_0,3,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.4759182379965,30.391398450453796]}"
00000000000000001698_0,3,1,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.27289898378548,30.509976067957574]}"
000000000000000018ad_0,3,1,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.3098197419628,30.509976067957574]}"
00000000000000001c8f_0,3,1,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.27739056020609,30.509976067957574]}"
0000000000000000211c_0,3,1,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.29814164326925,30.509976067957574]}"
0000000000000000213f_0,3,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.43199062060305,30.509976067957574]}"
00000000000000001a02_0,3,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.49666932105966,30.450687259205687]}"
00000000000000001a12_0,3,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.45894007912663,30.450687259205687]}"
0000000000000000216b_0,3,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.5217323174866,30.450687259205687]}"
00000000000000001743_0,3,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.20642365276063,30.56926487670946]}"
000000000000000016e4_0,3,1,16,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.57302612020982,30.687752662684826]}"
000000000000000017ad_0,3,1,16,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.54428003111799,30.687752662684826]}"
00000000000000002770_0,3,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.4375601753646,30.52857119433885]}"
00000000000000002793_0,3,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.44303989859772,30.52857119433885]}"
00000000000000002848_0,3,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.4369313546657,30.52857119433885]}"
00000000000000002909_0,3,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.44196192025677,30.52857119433885]}"
00000000000000002929_0,3,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.44124326802948,30.52857119433885]}"
000000000000000029d5_0,3,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.44375855082502,30.52857119433885]}"
000000000000000029d7_0,3,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.43621270243841,30.52857119433885]}"
00000000000000002ab6_0,3,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.43827882759189,30.52857119433885]}"
00000000000000002b37_0,3,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.43944663746124,30.52857119433885]}"
00000000000000002b5b_0,3,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.44079411038743,30.52857119433885]}"
00000000000000002b8a_0,3,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.44151276261472,30.52857119433885]}"
00000000000000002ba7_0,3,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.43720084925094,30.52857119433885]}"
00000000000000002be5_0,3,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.44232124637043,30.52857119433885]}"
00000000000000002be8_0,3,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.44330939318296,30.52857119433885]}"
00000000000000002c25_0,3,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.44052461580219,30.52857119433885]}"
00000000000000002c44_0,3,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.44402804541025,30.52857119433885]}"
00000000000000002cae_0,3,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.43872798523395,30.52857119433885]}"
00000000000000002d12_0,3,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.4443873715239,30.52857119433885]}"
00000000000000002e2a_0,3,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.43800933300665,30.52857119433885]}"
00000000000000002e44_0,3,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.43576354479636,30.52857119433885]}"
00000000000000002ecf_0,3,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.44259074095567,30.52857119433885]}"
00000000000000003032_0,3,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.43648219702365,30.52857119433885]}"
00000000000000003094_0,3,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.44007545816012,30.52857119433885]}"
000000000000000030d9_0,3,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.43971613204648,30.52857119433885]}"
000000000000000031ba_0,3,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.43899747981918,30.52857119433885]}"
0000000000000000107e_0,3,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.41402431492067,30.534140749100388]}"
000000000000000010fa_0,3,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.40863442321594,30.534140749100388]}"
00000000000000001b11_0,3,1,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.27559392963784,30.534140749100388]}"
